village_id,candidate_minigrids,existing_minigrids,facilities,grid_extension,existing_grid,mean_ndvi,mean_wind_speed,mean_pvout_solar_radiation,building_count,permanent_building_count,educational_facilities,health_facilities,social_facilities,services,primary_roads,secondary_roads,tertiary_roads,unclassified_roads,percentage_crop_land,percentage_built_area,contains_protected_area,protected_area_name,electrification_strategy
5502946,0,0,0,0,0,0.0,0.0,1634.8589564732142,96,18,0,0,0,0,0,0,0,0,19.4,0.97,True,Lamwo Forest Reserve,Solar home system
5502947,0,0,0,0,0,0.0,0.0,1628.7280970982142,0,0,0,0,0,0,0,0,0,0,1.01,0.14,True,Lamwo Forest Reserve,Solar home system
5502948,0,0,0,0,0,0.0,0.0,1645.451171875,138,35,0,0,0,0,0,0,0,0,19.273333333333333,3.7125,False,,Solar home system
5502949,0,0,0,0,0,0.0,0.0,1642.5537760416667,140,8,0,0,0,0,0,0,0,0,18.9125,1.38,False,,Solar home system
5502950,0,0,0,0,0,0.0,0.0,1648.373046875,109,13,0,0,0,0,0,0,0,0,5.5625,3.86,False,,Solar home system
5502951,0,0,0,0,0,0.0,0.0,1648.581752232143,133,28,0,0,0,0,0,0,0,0,10.2,0.6966666666666667,False,,Solar home system
5502952,1,0,0,0,0,0.0,0.0,1646.6077473958333,236,20,0,0,0,0,0,0,0,0,24.46333333333333,2.4725,False,,Candidate minigrid
5502953,1,0,0,0,0,0.0,0.0,1657.5045138888888,165,21,0,0,0,0,0,0,0,5,15.625,0.2925,False,,Candidate minigrid
5502954,1,0,1,0,0,0.0,0.0,1660.436740451389,199,29,1,0,0,0,0,0,0,22,13.3025,0.35,False,,Candidate minigrid
5502955,1,0,0,0,0,0.0,0.0,1656.682861328125,52,7,0,0,0,0,0,0,0,2,16.073333333333334,0.58,False,,Candidate minigrid
5502956,1,0,0,1,0,0.0,0.0,1671.384033203125,137,31,0,0,0,0,0,0,0,0,39.1175,2.1875,False,,Grid extension
5502957,0,0,0,1,0,0.0,0.0,1670.3797607421875,167,34,0,0,0,0,0,0,0,0,30.0475,2.3575,False,,Grid extension
5502958,0,0,0,0,0,0.0,0.0,1667.4876302083333,41,4,0,0,0,0,0,0,0,0,34.57666666666667,2.5666666666666664,False,,Solar home system
5502959,0,0,0,0,0,0.0,0.0,1670.7265625,25,5,0,0,0,0,0,0,0,0,36.053333333333335,0.505,False,,Solar home system
5502960,0,0,0,0,0,0.0,0.0,1673.0640625,210,50,0,0,0,0,0,0,0,2,28.397500000000004,2.8725,False,,Solar home system
5502961,0,0,0,1,0,0.0,0.0,1676.132568359375,150,21,0,0,0,0,0,0,0,2,38.06,3.7125,False,,Grid extension
5502962,0,1,0,0,0,0.0,0.0,1661.065673828125,105,10,0,0,0,0,0,0,0,0,25.1825,3.5825,False,,Existing minigrid
5502963,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,64.89999999999999,False,,Solar home system
5502964,0,0,0,0,0,0.0,0.0,1657.68701171875,51,4,0,0,0,0,0,0,0,0,20.16,0.6466666666666666,False,,Solar home system
5502965,0,0,0,0,0,0.0,0.0,1662.846435546875,122,20,0,0,0,0,0,0,0,5,27.3575,1.13,False,,Solar home system
5502966,0,0,0,0,0,0.0,0.0,1662.6180013020833,8,3,0,0,0,0,0,0,0,0,25.910000000000004,0.47,False,,Solar home system
5502967,0,0,1,0,0,0.0,0.0,1663.4008091517858,109,31,0,1,0,0,0,0,0,0,23.3175,1.58,False,,Solar home system
5502968,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,59.64,0.0,False,,Solar home system
5502969,0,0,0,0,0,0.3683911859989166,1.3649976128266912,1668.867947048611,70,14,0,0,0,0,0,0,0,0,14.74,0.64,False,,Solar home system
5502970,0,0,0,0,0,0.0,0.0,1666.855078125,77,12,0,0,0,0,0,0,0,0,12.066666666666668,0.52,False,,Solar home system
5502971,0,0,0,0,0,0.0,0.0,1663.16552734375,23,4,0,0,0,0,0,0,0,0,16.787499999999998,1.2966666666666666,False,,Solar home system
5502972,0,0,0,0,0,0.0,0.0,1670.4506293402778,208,45,0,0,0,0,0,0,0,5,16.86,1.04,False,,Solar home system
5502973,0,0,0,0,0,0.0,0.0,1666.4530029296875,17,2,0,0,0,0,0,0,0,0,14.446666666666664,0.1166666666666666,False,,Solar home system
5502974,0,0,1,0,0,0.0,0.0,1665.996826171875,169,66,1,0,0,0,0,0,0,3,15.925,4.1225000000000005,False,,Solar home system
5502975,0,0,0,0,0,0.0,0.0,1664.81005859375,64,10,0,0,0,0,0,0,0,0,13.9075,1.6575,False,,Solar home system
5502976,0,0,0,1,0,0.0,0.0,1663.3485107421875,72,8,0,0,0,0,0,0,0,2,22.543333333333337,2.41,False,,Grid extension
5502979,0,0,0,0,0,0.0,0.0,1648.9879954268292,39,3,0,0,0,0,0,0,0,0,9.9675,0.0066666666666666,False,,Solar home system
5502980,0,1,1,0,0,0.0,0.0,1650.3618706597222,178,39,0,1,0,0,0,0,0,6,13.246666666666664,1.1725,False,,Existing minigrid
5502981,1,0,0,0,0,0.0,0.0,1653.7060546875,144,15,0,0,0,0,0,0,1,0,20.9,0.8325,False,,Candidate minigrid
5502982,0,0,0,0,0,0.0,0.0,1648.4342447916667,90,8,0,0,0,0,0,0,0,0,10.33,0.8266666666666665,False,,Solar home system
5502983,0,0,1,1,0,0.0,0.0,1660.71875,162,28,1,0,0,0,0,0,0,1,13.093333333333334,0.9975,False,,Grid extension
5502984,0,0,0,0,0,0.0,0.0,1656.1764914772727,100,11,0,0,0,0,0,0,0,0,16.053333333333335,0.79,False,,Solar home system
5502985,1,0,1,1,0,0.0,0.0,1658.05224609375,122,30,1,0,0,0,0,0,0,3,19.98333333333333,1.205,False,,Grid extension
5502986,0,0,0,1,0,0.0,0.0,1657.1597222222222,94,18,0,0,0,0,0,0,0,2,20.02,0.125,False,,Grid extension
5502987,0,0,1,0,0,0.0,0.0,1652.0255859375,102,19,1,0,0,0,0,0,0,8,24.53,1.0875,False,,Solar home system
5502988,0,0,1,0,0,0.41830646991729736,1.364142377860684,1620.5577787769785,249,24,0,1,0,0,0,0,0,5,6.1175,0.0375,False,,Solar home system
5502989,0,0,0,0,0,0.0,0.0,1642.7117919921875,96,11,0,0,0,0,0,0,1,0,7.275,0.3966666666666666,False,,Solar home system
5502990,0,0,0,0,0,0.0,0.0,1638.5116102430557,159,9,0,0,0,0,0,0,0,3,10.023333333333332,0.52,False,,Solar home system
5502991,0,1,1,0,0,0.38076430559158325,1.4767089960537167,1644.8250558035713,290,52,1,0,0,0,0,0,1,1,13.405,2.54,False,,Existing minigrid
5502992,0,0,1,0,0,0.0,0.0,1662.9830322265625,144,28,1,0,0,0,0,0,0,0,14.6975,6.175,False,,Solar home system
5502993,0,0,1,0,0,0.0,0.0,1645.0860595703125,328,29,1,0,0,0,0,0,0,1,13.1525,22.5525,False,,Solar home system
5502994,0,0,0,0,0,0.0,0.0,1634.5199497767858,155,18,0,0,0,0,0,0,0,0,11.945,0.1725,True,Lalak Forest Reserve,Solar home system
5502995,0,0,1,0,0,0.0,0.0,1637.3113839285713,138,12,0,1,0,0,0,0,0,0,37.365,1.2174999999999998,False,,Solar home system
5502996,0,0,0,0,0,0.0,0.0,1645.81640625,98,5,0,0,0,0,0,0,0,0,25.33333333333333,0.7825,False,,Solar home system
5502997,0,0,0,0,0,0.0,0.0,1640.3986002604167,35,1,0,0,0,0,0,0,0,1,14.1225,0.045,False,,Solar home system
5502998,0,0,0,0,0,0.0,0.0,1656.95703125,42,8,0,0,0,0,0,0,0,0,28.52,3.216666666666667,False,,Solar home system
5502999,0,0,0,0,0,0.0,0.0,1654.58203125,0,0,0,0,0,0,0,0,0,0,29.25333333333333,0.08,False,,Solar home system
5503000,0,1,2,0,0,0.0,0.0,1649.306712962963,111,14,1,0,0,0,0,0,0,1,14.794999999999998,0.5249999999999999,False,,Existing minigrid
5503001,0,0,0,1,0,0.0,0.0,1674.1233723958333,165,29,0,0,0,0,0,0,0,0,16.8875,0.1425,False,,Grid extension
5503002,0,0,1,1,1,0.0,0.0,1676.456814236111,330,69,1,0,0,0,0,0,0,1,25.2825,1.815,False,,Grid extension
5503003,1,0,0,1,0,0.0,0.0,1676.810546875,287,68,0,0,0,0,0,0,0,0,18.9325,1.175,False,,Grid extension
5503004,0,0,1,0,0,0.0,0.0,1667.8533528645833,135,29,1,0,0,0,0,0,0,0,24.30666666666667,1.335,True,Aram Forest Reserve,Solar home system
5503005,0,0,0,0,0,0.0,0.0,1665.29638671875,67,12,0,0,0,0,0,0,0,0,25.01666666666667,0.2066666666666666,True,Aram Forest Reserve,Solar home system
5503006,0,0,0,0,0,0.0,0.0,1671.4143880208333,73,11,0,0,0,0,0,0,0,0,21.08,0.255,False,,Solar home system
5503007,0,0,0,1,0,0.0,0.0,1672.3580729166667,27,8,0,0,0,0,0,0,0,0,10.23,0.37,False,,Grid extension
5503008,0,0,2,0,0,0.38506510853767395,1.4188129285682278,1668.7795516304348,248,48,0,2,0,0,0,0,0,1,18.790000000000003,0.3075,True,Paonyeme Forest Reserve,Solar home system
5503009,0,0,0,0,0,0.0,0.0,1669.484765625,104,14,0,0,0,0,0,0,0,1,21.42,0.465,True,Paonyeme Forest Reserve,Solar home system
5503010,0,0,0,1,0,0.0,0.0,1671.7493489583333,92,15,0,0,0,0,0,0,0,0,21.96333333333333,0.2366666666666666,False,,Grid extension
5503011,0,0,0,1,0,0.0,0.0,1672.844970703125,138,30,0,0,0,0,0,0,0,1,14.1525,0.6325,False,,Grid extension
5503012,0,0,0,1,0,0.0,0.0,1672.3722426470588,227,27,0,0,0,0,0,0,0,0,27.703333333333333,0.635,False,,Grid extension
5503013,0,0,0,0,0,0.0,0.0,1673.4541015625,3,1,0,0,0,0,0,0,0,0,25.23,0.01,False,,Solar home system
5503014,0,0,0,0,0,0.0,0.0,1668.4620361328125,157,41,0,0,0,0,0,0,0,0,24.075,21.36,False,,Solar home system
5503015,0,0,0,0,0,0.0,0.0,0.0,115,29,0,0,0,0,0,0,0,0,31.60333333333333,12.5575,False,,Solar home system
5503016,0,0,0,0,0,0.0,0.0,1669.1925048828125,232,81,0,0,0,0,0,0,0,0,12.675,20.2725,True,Padibe Forest Reserve,Solar home system
5503017,0,0,0,1,0,0.0,0.0,0.0,56,24,0,0,0,0,0,0,0,0,41.025000000000006,9.755,False,,Grid extension
5503018,0,0,0,1,0,0.0,0.0,1665.4182942708333,198,56,0,0,0,0,0,0,0,0,27.465000000000003,8.715000000000002,False,,Grid extension
5503019,0,0,0,0,0,0.0,0.0,1668.4620361328125,148,47,0,0,0,0,0,0,0,0,22.6125,6.199999999999999,False,,Solar home system
5503020,0,0,0,0,1,0.0,0.0,1669.375,167,41,0,0,0,0,0,0,0,0,27.1325,11.4075,False,,Existing grid
5503021,0,0,7,1,0,0.0,0.0,1668.8270263671875,166,105,5,2,0,0,0,0,0,0,32.015,42.7925,False,,Grid extension
5503022,0,0,0,0,1,0.0,0.0,0.0,313,131,0,0,0,0,0,0,0,0,7.322500000000001,75.66499999999999,False,,Existing grid
5503023,0,0,0,1,0,0.0,0.0,1665.7230224609375,360,102,0,0,0,0,0,0,0,1,21.98,26.9475,False,,Grid extension
5503024,0,0,1,0,1,0.0,0.0,1670.8359375,144,50,0,1,0,0,0,0,0,0,11.776666666666667,10.1325,False,,Existing grid
5503025,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,False,,Solar home system
5503026,0,0,0,0,1,0.0,0.0,1671.7490234375,104,28,0,0,0,0,0,0,0,0,30.35,3.945,False,,Existing grid
5503027,0,0,0,0,1,0.0,0.0,1669.2840576171875,218,75,0,0,0,0,0,0,0,0,25.385,9.215,False,,Existing grid
5503028,0,0,1,0,0,0.0,0.0,1658.7828776041667,86,12,1,0,0,0,0,0,0,0,33.903333333333336,0.7633333333333333,False,,Solar home system
5503029,0,0,0,1,1,0.0,0.0,0.0,165,22,0,0,0,0,0,0,0,0,24.55333333333333,5.82,False,,Grid extension
5503030,0,0,0,0,0,0.0,0.0,1667.0009765625,147,30,0,0,0,0,0,0,0,1,42.64333333333333,16.7025,False,,Solar home system
5503031,0,0,1,1,1,0.0,0.0,1667.549072265625,291,100,1,0,0,0,0,0,0,8,34.489999999999995,16.215,False,,Grid extension
5503032,0,0,0,1,0,0.0,0.0,1665.6619466145833,91,8,0,0,0,0,0,0,0,3,32.623333333333335,0.61,False,,Grid extension
5503033,0,0,0,1,0,0.0,0.0,1652.1587357954545,64,17,0,0,0,0,0,0,0,0,28.68,0.3633333333333333,False,,Grid extension
5503034,0,0,0,0,0,0.0,0.0,1660.609130859375,77,18,0,0,0,0,0,0,0,0,29.135,1.4125,False,,Solar home system
5503035,0,0,0,1,0,0.0,0.0,1664.0789794921875,189,34,0,0,0,0,0,0,0,0,30.00333333333333,4.83,False,,Grid extension
5503036,0,0,0,0,0,0.0,0.0,1642.9756944444443,96,3,0,0,0,0,0,0,4,3,5.383333333333333,0.0566666666666666,False,,Solar home system
5503037,0,0,4,1,1,0.0,0.0,1666.635986328125,512,214,2,2,0,0,0,0,0,0,9.01,29.8375,True,Palabek Forest Reserve,Grid extension
5503038,0,0,0,1,1,0.0,0.0,1666.8179931640625,249,58,0,0,0,0,0,0,0,1,13.185000000000002,12.7275,False,,Grid extension
5503039,0,0,0,1,0,0.0,0.0,1658.454296875,245,51,0,0,0,0,0,0,0,10,21.0725,1.0975,False,,Grid extension
5503040,0,0,0,0,0,0.0,0.0,1647.916748046875,125,12,0,0,0,0,0,0,0,2,17.323333333333334,0.6366666666666666,False,,Solar home system
5503041,0,0,0,1,0,0.0,0.0,1658.509033203125,187,11,0,0,0,0,0,0,0,0,27.7,1.0875,False,,Grid extension
5503042,0,0,0,0,0,0.0,0.0,1647.7888671875,47,7,0,0,0,0,0,0,0,2,11.005,0.6366666666666666,False,,Solar home system
5503043,0,0,1,1,0,0.0,0.0,1651.90390625,276,67,1,0,0,0,0,0,0,5,12.1775,1.1,False,,Grid extension
5503044,0,0,0,0,0,0.0,0.0,1645.54248046875,18,1,0,0,0,0,0,0,0,1,6.745,0.1033333333333333,False,,Solar home system
5503045,0,0,0,0,1,0.0,0.0,0.0,355,82,0,0,0,0,0,0,0,1,11.3825,57.3225,False,,Existing grid
5503046,0,0,0,1,0,0.0,0.0,0.0,695,179,0,0,0,0,0,0,0,5,5.916666666666667,79.38250000000001,False,,Grid extension
5503047,0,0,0,0,0,0.40385758876800537,1.4188129285682278,1642.1368634259259,87,5,0,0,0,0,0,1,0,1,5.569999999999999,0.1225,False,,Solar home system
5503048,0,0,0,0,0,0.0,0.0,1638.7954644097222,181,21,0,0,0,0,0,0,0,0,16.116666666666667,0.175,False,,Solar home system
5503049,0,0,0,0,0,0.0,0.0,1634.4676339285713,138,12,0,0,0,0,0,0,0,0,14.106666666666664,0.05,False,,Solar home system
5503050,1,0,1,0,0,0.0,0.0,1639.698486328125,228,32,1,0,0,0,0,0,0,0,15.626666666666663,0.68,False,,Candidate minigrid
5503051,0,0,0,0,0,0.0,0.0,1611.4830729166667,156,3,0,0,0,0,0,0,0,2,21.2875,0.065,False,,Solar home system
5503052,0,0,0,0,0,0.0,0.0,1586.4288429054054,15,0,0,0,0,0,0,0,0,0,5.975,0.0699999999999999,True,Agoro - Agu Forest Reserve,Solar home system
5503053,0,0,0,0,0,0.0,0.0,1594.8184814453125,56,3,0,0,0,0,0,0,0,0,9.3625,0.005,False,,Solar home system
5503054,0,0,0,0,0,0.0,0.0,1603.3692801339287,269,21,0,0,0,0,0,0,0,0,14.303333333333333,0.7150000000000001,False,,Solar home system
5503055,0,0,0,1,0,0.0,0.0,1634.1280517578125,103,19,0,0,0,0,0,0,0,0,15.0775,12.0375,False,,Grid extension
5503056,0,0,1,0,0,0.0,0.0,1631.4501953125,279,23,0,1,0,0,0,0,0,0,15.25,2.78,False,,Solar home system
5503057,0,0,0,0,0,0.0,0.0,1570.5749289772727,134,9,0,0,0,0,0,0,0,2,8.1775,0.42,True,Agoro - Agu Forest Reserve,Solar home system
5503058,0,0,1,0,0,0.0,0.0,1562.539368872549,55,12,0,1,0,0,0,0,0,0,3.4925,0.0525,True,Agoro - Agu Forest Reserve,Solar home system
5503059,0,0,0,0,0,0.36891111731529236,1.2178930012617009,1602.610137195122,322,8,0,0,0,0,0,0,0,4,13.4875,0.0325,False,,Solar home system
5503060,0,0,1,0,0,0.0,0.0,1599.9461206896551,200,11,1,0,0,0,0,0,0,2,9.5575,0.1425,False,,Solar home system
5503061,0,1,1,0,0,0.0,0.0,1604.76259765625,232,24,0,1,0,0,0,0,0,1,2.5966666666666667,1.5675,True,Lalak Forest Reserve,Existing minigrid
5503062,0,0,0,0,0,0.0,0.0,1601.4996744791667,195,13,0,0,0,0,0,0,0,0,20.41333333333333,0.865,False,,Solar home system
5503063,0,0,0,0,0,0.0,0.0,1611.7267252604167,138,21,0,0,0,0,0,0,0,1,19.5225,0.8274999999999999,False,,Solar home system
5503064,0,0,0,0,0,0.40488603711128235,1.2920753935741451,1612.18310546875,135,12,0,0,0,0,0,0,0,0,6.734999999999999,0.7324999999999999,True,Lalak Forest Reserve,Solar home system
5503065,0,0,1,0,0,0.0,0.0,1608.4392903645833,198,30,1,0,0,0,0,0,0,1,14.8625,2.0075000000000003,False,,Solar home system
5503066,0,0,0,0,0,0.0,0.0,1608.5171875,69,3,0,0,0,0,0,0,0,0,6.365,0.0,True,Lalak Forest Reserve,Solar home system
5503067,0,0,0,0,0,0.4191780984401703,1.177323611500354,1587.785625,87,8,0,0,0,0,0,0,0,0,9.04,0.1475,True,Agoro - Agu Forest Reserve,Solar home system
5503068,0,1,0,0,0,0.0,0.0,1617.96630859375,174,14,0,0,0,0,0,0,0,2,20.6125,2.8975,False,,Existing minigrid
5503069,0,0,0,0,0,0.0,0.0,1608.78017578125,207,18,0,0,0,0,0,0,0,0,14.7225,1.39,False,,Solar home system
5503070,0,0,1,0,0,0.0,0.0,1604.20234375,168,23,1,0,0,0,0,0,0,10,11.315,0.4775,False,,Solar home system
5503071,0,0,0,0,0,0.0,0.0,1614.405029296875,221,12,0,0,0,0,0,0,0,1,29.62333333333333,1.0525000000000002,False,,Solar home system
5503072,0,0,0,0,0,0.0,0.0,1600.8037574404761,20,1,0,0,0,0,0,0,0,0,8.94,0.02,False,,Solar home system
5503073,0,0,1,1,0,0.0,0.0,1615.9368699596773,403,48,1,0,0,0,0,0,0,0,13.605,0.6074999999999999,False,,Grid extension
5503074,0,0,0,0,0,0.0,0.0,1599.180752840909,29,0,0,0,0,0,0,0,0,0,8.4375,0.0433333333333333,False,,Solar home system
5503075,0,0,0,0,0,0.0,0.0,1666.635986328125,54,3,0,0,0,0,0,0,0,0,18.826666666666668,2.4266666666666663,False,,Solar home system
5503076,0,0,0,1,0,0.0,0.0,1667.548583984375,66,10,0,0,0,0,0,0,0,0,23.453333333333333,3.095,False,,Grid extension
5503077,0,0,0,1,0,0.0,0.0,1672.3577473958333,161,29,0,0,0,0,0,0,0,0,29.73333333333333,2.3200000000000003,False,,Grid extension
5503078,0,0,0,1,0,0.0,0.0,1672.8450520833333,251,53,0,0,0,0,0,0,0,1,26.9975,4.6,False,,Grid extension
5503079,0,0,0,0,1,0.0,0.0,1669.6488037109375,149,23,0,0,0,0,0,0,0,0,17.78,0.9066666666666668,False,,Existing grid
5503080,0,0,0,1,0,0.0,0.0,0.0,99,22,0,0,0,0,0,0,0,0,37.75333333333334,3.82,False,,Grid extension
5503081,0,0,1,0,1,0.0,0.0,1670.775390625,51,19,1,0,0,0,0,0,0,0,17.542499999999997,1.185,False,,Existing grid
5503082,0,0,0,0,0,0.0,0.0,1652.4822998046875,11,2,0,0,0,0,0,0,0,0,4.952500000000001,0.08,False,,Solar home system
5503083,0,0,0,0,0,0.0,0.0,1646.1487926136363,7,2,0,0,0,0,0,0,0,0,21.295,0.05,True,Lalak Forest Reserve,Solar home system
5503084,0,0,1,0,0,0.0,0.0,1657.961181640625,6,2,1,0,0,0,0,0,0,0,25.4025,0.0,False,,Solar home system
5503085,0,0,0,1,0,0.0,0.0,1664.0789794921875,173,23,0,0,0,0,0,0,0,4,12.405,3.2,False,,Grid extension
5503086,0,0,0,1,0,0.0,0.0,1662.800537109375,189,28,0,0,0,0,0,0,0,3,16.883333333333333,2.0000000000000004,False,,Grid extension
5503087,0,0,0,1,0,0.0,0.0,1659.28515625,132,16,0,0,0,0,0,0,0,3,26.700000000000003,0.7533333333333334,False,,Grid extension
5503088,0,0,0,1,0,0.0,0.0,1661.5830078125,215,26,0,0,0,0,0,0,0,0,31.33,1.2175,False,,Grid extension
5503089,0,0,1,1,1,0.0,0.0,1653.9736328125,492,69,1,0,0,0,0,0,0,8,12.393333333333336,13.365,False,,Grid extension
